,Codigo,Bairro,Casos,Casos/Pop,Latitude,Longitude
77,78, MUSTARDINHA,35,0.002815995,-8.070698,-34.919740000000004
78,79, MANGUEIRA,6,0.000707547,-8.076649,-34.921046999999994
79,80, BONGI,19,0.002346548,-8.065584,-34.918094
80,81, SAN MARTIN,34,0.001337845,-8.071010000000001,-34.928781
81,82, JIQUIA,12,0.001171303,-8.085967,-34.924493
82,83, ESTANCIA,20,0.002164502,-8.083306,-34.930008
83,84, CACOTE,5,0.000477555,-8.10148,-34.932815000000005
84,85, AREIAS,42,0.0014049639999999999,-8.093361999999999,-34.931526
85,86, JARDIM SAO PAULO,96,0.003033367,-8.080932,-34.943296000000004
86,87, BARRO,35,0.001099005,-8.096103,-34.953499
87,88, COHAB,336,0.004993832,-8.11853,-34.954772999999996
88,89, TEJIPIO,18,0.00201839,-8.089563,-34.960372
89,90, SANCHO,8,0.000714349,-8.084961,-34.960321
90,91, TOTO,7,0.002892562,-8.082477,-34.967886
91,92, COQUEIRAL,9,0.0008337969999999999,-8.086432,-34.968609
92,93, PONTO DE PARADA,4,0.002574003,-8.029665,-34.893462
93,94, ALTO SANTA TEREZINHA,10,0.0012981960000000002,-8.016696000000001,-34.908642
